Date,Price,Open,High,Low,Change %
2019-09-09,20481,20481,20481,20481,0.37%
2019-09-06,20405,20405,20405,20405,-2.53%
2019-09-05,20934,20934,20934,20934,-11.47%
2019-09-04,23646,23646,23646,23646,-0.69%
2019-09-03,23811,23811,23811,23811,2.19%
2019-09-02,23301,23301,23301,23301,5.15%
2019-08-30,22159,22159,22159,22159,8.17%
2019-08-29,20485,20485,20485,20485,11.41%
2019-08-28,18387,18387,18387,18387,4.30%
2019-08-27,17630,17630,17630,17630,6.88%
2019-08-26,16495,16495,16495,16495,3.36%
2019-08-23,15960,16151,16151,16151,0.60%
2019-08-22,15864,15864,15864,15864,1.27%
2019-08-21,15665,15665,15665,15665,7.12%
2019-08-20,14625,14625,14625,14625,1.10%
2019-08-19,14465,14465,14465,14465,0.00%
2019-08-16,14465,14465,14465,14465,2.93%
2019-08-15,14054,14054,14054,14054,1.08%
2019-08-14,13904,13904,13904,13904,1.15%
2019-08-13,13746,13746,13746,13746,1.10%
2019-08-12,13596,13596,13596,13596,2.93%
2019-08-09,13209,13209,13209,13209,1.70%
2019-08-08,12988,12988,12988,12988,1.53%
2019-08-07,12793,12793,12793,12793,1.98%
2019-08-06,12544,12544,12544,12544,4.30%
2019-08-05,12027,12027,12027,12027,0.85%
2019-08-02,11925,11925,11925,11925,0.26%
2019-08-01,11894,11894,11894,11894,5.72%
2019-07-31,11250,11250,11250,11250,4.97%
2019-07-30,10718,10718,10718,10718,9.16%
2019-07-29,9819,9819,9819,9819,11.23%
2019-07-26,8827,8827,8827,8827,3.29%
2019-07-25,8547,8547,8547,8547,6.07%
2019-07-24,8058,8058,8058,8058,0.00%
2019-07-23,8058,8058,8058,8058,6.02%
2019-07-22,7600,7600,7600,7600,1.41%
2019-07-19,7495,7495,7495,7495,0.38%
2019-07-18,7466,7466,7466,7466,1.78%
2019-07-17,7336,7336,7336,7336,1.37%
2019-07-16,7237,7237,7237,7237,0.00%
2019-07-15,7237,7237,7237,7237,0.57%
2019-07-12,7196,7196,7196,7196,0.67%
2019-07-11,7148,7148,7148,7148,0.17%
2019-07-10,7136,7136,7136,7136,0.58%
2019-07-09,7094,7094,7094,7094,1.81%
2019-07-08,6968,6968,6968,6968,-3.16%
2019-07-05,7196,7196,7196,7196,0.00%
2019-07-04,7196,7196,7196,7196,4.09%
2019-07-03,6914,6914,6914,6914,3.55%
2019-07-02,6677,6677,6677,6677,-0.79%
2019-07-01,6730,6730,6730,6730,0.08%
2019-06-28,6725,6725,6725,6725,2.54%
2019-06-27,6558,6558,6558,6558,1.35%
2019-06-26,6471,6471,6471,6471,1.89%
2019-06-25,6351,6351,6351,6351,-2.51%
2019-06-24,6515,6515,6515,6515,0.00%
2019-06-21,6515,6515,6515,6515,3.67%
2019-06-20,6284,6284,6284,6284,0.30%
2019-06-19,6265,6265,6265,6265,0.88%
2019-06-18,6211,6211,6211,6211,-0.42%
2019-06-17,6237,6237,6237,6237,0.00%
2019-06-14,6237,6237,6237,6237,1.09%
2019-06-13,6169,6169,6169,6169,0.28%
2019-06-12,6152,6152,6152,6152,0.34%
2019-06-11,6131,6131,6131,6131,0.86%
2019-06-10,6079,6079,6079,6079,0.62%
2019-06-07,6042,6042,6042,6042,0.26%
2019-06-06,6026,6026,6026,6026,1.93%
2019-06-05,5912,5912,5912,5912,0.26%
2019-06-04,5896,5896,5896,5896,0.27%
2019-06-03,5881,5881,5881,5881,0.00%
2019-05-31,5881,5881,5881,5881,2.74%
2019-05-30,5724,5724,5724,5724,-1.69%
2019-05-29,5822,5822,5822,5822,-0.10%
2019-05-28,5828,5828,5828,5828,1.13%
2019-05-27,5763,5763,5763,5763,0.55%
2019-05-24,5731,5731,5731,5731,1.72%
2019-05-23,5634,5634,5634,5634,0.05%
2019-05-22,5631,5631,5631,5631,0.09%
2019-05-21,5627,5627,5627,5627,1.58%
2019-05-20,5539,5539,5539,5539,-0.20%
2019-05-17,5550,5550,5550,5550,2.87%
2019-05-16,5395,5395,5395,5395,0.62%
2019-05-15,5362,5362,5362,5362,2.15%
2019-05-14,5250,5250,5250,5250,-0.12%
2019-05-13,5256,5256,5256,5256,1.15%
2019-05-10,5196,5196,5196,5196,0.00%
2019-05-09,5196,5196,5196,5196,0.00%
2019-05-08,5196,5196,5196,5196,0.00%
2019-05-07,5196,5196,5196,5196,0.00%
2019-05-06,5196,5196,5196,5196,0.00%
2019-05-03,5196,5196,5196,5196,0.00%
2019-05-02,5197,5197,5197,5197,0.00%
2019-05-01,5196,5196,5196,5196,0.00%
2019-04-30,5196,5196,5196,5196,0.00%
2019-04-29,5196,5196,5196,5196,0.01%
2019-04-26,5196,5196,5196,5196,0.00%
2019-04-25,5195,5195,5195,5195,0.00%
2019-04-24,5195,5195,5195,5195,0.02%
2019-04-23,5195,5195,5195,5195,0.02%
2019-04-22,5194,5194,5194,5194,26.42%
2019-04-19,4108,4108,4108,4108,0.00%
2019-04-18,4108,4108,4108,4108,0.00%
2019-04-17,4108,4108,4108,4108,0.00%
2019-04-16,4108,4108,4108,4108,0.33%
2019-04-15,4095,4095,4095,4095,23.53%
2019-04-12,3315,3315,3315,3315,0.14%
2019-04-11,3310,3310,3310,3310,0.08%
2019-04-10,3308,3305,3308,3305,0.08%
2019-04-09,3305,3305,3305,3305,0.03%
2019-04-08,3304,3304,3304,3304,0.18%
2019-04-05,3298,3298,3298,3298,0.06%
2019-04-04,3296,3296,3296,3296,0.06%
2019-04-03,3294,3294,3294,3294,0.07%
2019-04-02,3292,3292,3292,3292,0.00%
2019-04-01,3292,3292,3292,3292,0.04%
2019-03-29,3290,3290,3290,3290,0.00%
2019-03-28,3290,3290,3290,3290,0.00%
2019-03-27,3290,3290,3290,3290,0.00%
2019-03-26,3290,3290,3290,3290,0.00%
2019-03-25,3290,3290,3290,3290,-0.02%
2019-03-22,3291,3291,3291,3291,-0.07%
2019-03-21,3293,3295,3295,3293,-0.06%
2019-03-20,3295,3295,3295,3295,0.04%
2019-03-19,3294,3294,3294,3294,0.00%
2019-03-18,3294,3294,3294,3294,0.05%
2019-03-15,3292,3292,3292,3292,-0.05%
2019-03-14,3294,3294,3294,3294,-0.05%
2019-03-13,3295,3295,3295,3295,0.00%
2019-03-12,3295,3295,3295,3295,0.00%
2019-03-11,3295,3295,3295,3295,0.00%
2019-03-08,3295,3295,3295,3295,0.00%
2019-03-07,3295,3295,3295,3295,0.02%
2019-03-06,3295,3295,3295,3295,-0.07%
2019-03-05,3297,3297,3297,3297,0.00%
2019-03-04,3297,3297,3297,3297,0.00%
2019-03-01,3297,3297,3297,3297,-0.04%
2019-02-28,3298,3298,3298,3298,0.12%
2019-02-27,3294,3294,3294,3294,-0.11%
2019-02-26,3298,3298,3298,3298,0.06%
2019-02-25,3296,3296,3296,3296,0.00%
2019-02-22,3295,3295,3295,3295,0.02%
2019-02-21,3295,3295,3295,3295,0.00%
2019-02-20,3295,3295,3295,3295,0.00%
2019-02-19,3294,3294,3294,3294,0.00%
2019-02-18,3294,3294,3294,3294,0.00%
2019-02-15,3294,3294,3294,3294,0.00%
2019-02-14,3294,3294,3294,3294,0.00%
2019-02-13,3294,3294,3294,3294,0.00%
2019-02-12,3294,3294,3294,3294,-0.02%
2019-02-11,3295,3295,3295,3295,0.02%
2019-02-08,3294,3294,3294,3294,0.00%
2019-02-07,3294,3294,3294,3294,0.00%
2019-02-06,3293,3293,3293,3293,0.00%
2019-02-05,3293,3293,3293,3293,0.00%
2019-02-04,3293,3293,3293,3293,-0.03%
2019-02-01,3294,3294,3294,3294,-0.03%
2019-01-31,3295,3295,3295,3295,0.00%
2019-01-30,3295,3295,3295,3295,0.00%
2019-01-29,3295,3295,3295,3295,0.00%
2019-01-28,3295,3295,3295,3295,58.28%
2019-01-25,2082,2082,2082,2082,32.55%
2019-01-24,1571,1571,1571,1571,0.00%
2019-01-23,1571,1571,1571,1571,18.69%
2019-01-22,1323,1323,1323,1323,0.00%
2019-01-21,1323,1323,1323,1323,17.93%
2019-01-18,1122,1122,1122,1122,12.15%
2019-01-17,1000,1000,1000,1000,0.00%
2019-01-16,1000,1000,1000,1000,5.51%
2019-01-15,948,948,948,948,0.00%
2019-01-14,948,948,948,948,10.11%
2019-01-11,861,861,861,861,8.41%
2019-01-10,794,794,794,794,0.00%
2019-01-09,794,794,794,794,12.90%
2019-01-08,704,704,704,704,0.00%
2019-01-07,704,704,704,704,10.40%
2019-01-04,637,637,637,637,0.00%
2019-01-03,637,637,637,637,0.00%
2019-01-02,637,637,637,637,0.00%
2019-01-01,637,637,637,637,0.00%
2018-12-31,637,637,637,637,0.00%
2018-12-28,637,637,637,637,13.16%
2018-12-27,563,563,563,563,0.00%
2018-12-26,563,563,563,563,11.82%
2018-12-25,504,504,504,504,0.00%
2018-12-24,504,504,504,504,0.00%
2018-12-21,504,504,504,504,12.68%
2018-12-20,447,447,447,447,0.00%
2018-12-19,447,447,447,447,15.12%
2018-12-18,388,388,388,388,0.00%
2018-12-17,388,388,388,388,10.24%
2018-12-14,352,352,352,352,17.04%
2018-12-13,301,301,301,301,0.00%
2018-12-12,301,301,301,301,18.78%
2018-12-11,253,253,253,253,0.00%
2018-12-10,253,253,253,253,19.30%
2018-12-07,212,212,212,212,12.81%
2018-12-06,188,188,188,188,0.00%
2018-12-05,188,188,188,188,20.00%
2018-12-04,157,157,157,157,0.00%
2018-12-03,157,157,157,157,3.61%
2018-11-30,151,151,151,151,76.59%
2018-11-29,86,86,86,86,0.00%
2018-11-28,86,86,86,86,4.39%
2018-11-27,82,82,82,82,0.00%
2018-11-26,82,82,82,82,3.39%
2018-11-23,79,79,79,79,3.04%
2018-11-22,77,77,77,77,0.00%
2018-11-21,77,77,77,77,6.07%
2018-11-20,73,73,73,73,0.00%
2018-11-19,73,73,73,73,3.96%
2018-11-16,70,70,70,70,4.18%
2018-11-15,67,67,67,67,0.00%
2018-11-14,67,67,67,67,2.72%
2018-11-13,65,65,65,65,0.00%
2018-11-12,65,65,65,65,0.00%
2018-11-09,65,65,65,65,0.00%
2018-11-08,65,65,65,65,0.00%
2018-11-07,65,65,65,65,0.00%
2018-11-06,65,65,65,65,0.00%
2018-11-05,65,65,65,65,0.00%
2018-11-02,65,65,65,65,0.00%
2018-11-01,65,65,65,65,0.00%
2018-10-31,65,65,65,65,0.00%
2018-10-30,64,64,64,64,0.00%
2018-10-29,64,64,64,64,0.00%
2018-10-26,64,64,64,64,0.00%
2018-10-25,64,64,64,64,0.00%
2018-10-24,64,64,64,64,0.00%
2018-10-23,64,64,64,64,0.00%
2018-10-22,64,64,64,64,0.00%
2018-10-19,64,64,64,64,0.00%
2018-10-18,63,63,63,63,0.00%
2018-10-17,63,63,63,63,0.00%
2018-10-16,63,63,63,63,0.00%
2018-10-15,63,63,63,63,0.00%
2018-10-12,63,63,63,63,0.00%
2018-10-11,63,63,63,63,0.00%
2018-10-10,63,63,63,63,0.00%
2018-10-09,63,63,63,63,0.00%
2018-10-08,63,63,63,63,0.00%
2018-10-05,63,63,63,63,0.00%
2018-10-04,62,62,62,62,0.00%
2018-10-03,62,62,62,62,0.00%
2018-10-02,62,62,62,62,0.00%
2018-10-01,62,62,62,62,0.00%
2018-09-28,62,62,62,62,0.00%
2018-09-27,62,62,62,62,0.00%
2018-09-26,62,62,62,62,0.00%
2018-09-25,62,62,62,62,0.00%
2018-09-24,62,62,62,62,0.00%
2018-09-21,62,62,62,62,0.92%
2018-09-20,61,61,61,61,0.00%
2018-09-19,61,61,61,61,0.00%
2018-09-18,61,61,61,61,0.00%
2018-09-17,61,61,61,61,0.00%
2018-09-14,61,61,61,61,-0.97%
2018-09-13,62,62,62,62,0.00%
2018-09-12,62,62,62,62,0.00%
2018-09-11,62,62,62,62,0.00%
2018-09-10,62,62,62,62,0.00%
2018-09-07,62,62,62,62,0.00%
2018-09-06,61,61,61,61,0.00%
2018-09-05,61,61,61,61,0.90%
2018-09-04,61,61,61,61,0.00%
2018-09-03,61,61,61,61,0.00%
2018-08-31,61,61,61,61,0.00%
2018-08-30,61,61,61,61,0.00%
2018-08-29,61,61,61,61,0.00%
2018-08-28,61,61,61,61,0.00%
2018-08-27,61,61,61,61,1.06%
2018-08-24,60,60,60,60,0.00%
2018-08-23,60,60,60,60,0.00%
2018-08-22,60,60,60,60,0.00%
2018-08-21,60,60,60,60,0.00%
2018-08-20,60,60,60,60,"2,311.27%"
2018-08-17,2,2,2,2,0.00%
2018-08-16,2,2,2,2,0.00%
2018-08-15,2,2,2,2,0.00%
2018-08-14,2,2,2,2,0.00%
2018-08-13,2,2,2,2,0.00%
2018-08-10,2,2,2,2,0.00%
2018-08-09,2,2,2,2,0.00%
2018-08-08,2,2,2,2,0.00%
2018-08-07,2,2,2,2,0.00%
2018-08-06,2,2,2,2,0.00%
2018-08-03,2,2,2,2,0.00%
2018-08-02,2,2,2,2,0.00%
2018-08-01,2,2,2,2,0.00%
2018-07-31,2,2,2,2,0.00%
2018-07-30,2,2,2,2,0.00%
2018-07-27,2,2,2,2,0.00%
2018-07-26,1,1,1,1,0.00%
2018-07-25,1,1,1,1,0.00%
2018-07-24,1,1,1,1,0.00%
2018-07-23,1,1,1,1,0.00%
2018-07-20,1,1,1,1,0.00%
2018-07-19,1,1,1,1,0.00%
2018-07-18,1,1,1,1,0.00%
2018-07-17,1,1,1,1,0.00%
2018-07-16,1,1,1,1,0.00%
2018-07-13,1,1,1,1,0.00%
2018-07-12,1,1,1,1,0.00%
2018-07-11,1,1,1,1,0.00%
2018-07-10,1,1,1,1,0.00%
2018-07-09,1,1,1,1,0.00%
2018-07-06,1,1,1,1,0.00%
2018-07-05,1,1,1,1,0.00%
2018-07-04,1,1,1,1,0.00%
2018-07-03,1,1,1,1,0.00%
2018-07-02,1,1,1,1,0.00%
2018-06-29,1,1,1,1,0.00%
2018-06-28,1,1,1,1,0.00%
2018-06-27,1,1,1,1,0.00%
2018-06-26,1,1,1,1,0.00%
2018-06-25,1,1,1,1,0.00%
2018-06-22,1,1,1,1,0.00%
2018-06-21,1,1,1,1,0.00%
2018-06-20,1,1,1,1,0.00%
2018-06-19,1,1,1,1,0.00%
2018-06-18,1,1,1,1,0.00%
2018-06-15,1,1,1,1,0.00%
2018-06-14,1,1,1,1,0.00%
2018-06-13,1,1,1,1,0.00%
2018-06-12,1,1,1,1,0.00%
2018-06-11,1,1,1,1,0.00%
2018-06-08,1,1,1,1,0.00%
2018-06-07,1,1,1,1,0.00%
2018-06-06,1,1,1,1,0.00%
2018-06-05,1,1,1,1,0.00%
2018-06-04,1,1,1,1,0.00%
2018-06-01,1,1,1,1,0.00%
2018-05-31,1,1,1,1,0.00%
2018-05-30,1,1,1,1,0.00%
2018-05-29,1,1,1,1,0.00%
2018-05-28,1,1,1,1,0.00%
2018-05-25,1,1,1,1,0.00%
2018-05-24,1,1,1,1,0.00%
2018-05-23,1,1,1,1,0.00%
2018-05-22,1,1,1,1,0.00%
2018-05-21,1,1,1,1,0.00%
2018-05-18,1,1,1,1,0.00%
2018-05-17,1,1,1,1,0.00%
2018-05-16,1,1,1,1,0.00%
2018-05-15,1,1,1,1,0.00%
2018-05-14,1,1,1,1,0.00%
2018-05-11,1,1,1,1,0.00%
2018-05-10,1,1,1,1,0.00%
2018-05-09,1,1,1,1,0.00%
2018-05-08,1,1,1,1,0.00%
2018-05-07,1,1,1,1,0.00%
2018-05-04,1,1,1,1,0.00%
2018-05-03,1,1,1,1,0.00%
2018-05-02,1,1,1,1,0.00%
2018-05-01,1,1,1,1,0.00%
2018-04-30,1,1,1,1,0.00%
2018-04-27,1,1,1,1,0.00%
2018-04-26,1,1,1,1,0.00%
2018-04-25,1,1,1,1,0.00%
2018-04-24,1,1,1,1,0.00%
2018-04-23,1,1,1,1,0.00%
2018-04-20,1,1,1,1,0.00%
2018-04-19,1,1,1,1,0.00%
2018-04-18,1,1,1,1,0.00%
2018-04-17,1,1,1,1,0.00%
2018-04-16,1,1,1,1,0.00%
2018-04-13,1,1,1,1,0.00%
2018-04-12,0,0,0,0,0.00%
2018-04-11,0,0,0,0,0.00%
2018-04-10,0,0,0,0,0.00%
2018-04-09,0,0,0,0,0.00%
2018-04-06,0,0,0,0,0.00%
2018-04-05,0,0,0,0,0.00%
2018-04-04,0,0,0,0,0.00%
2018-04-03,0,0,0,0,0.00%
2018-04-02,0,0,0,0,0.00%
2018-03-30,0,0,0,0,0.00%
2018-03-29,0,0,0,0,0.00%
2018-03-28,0,0,0,0,0.00%
2018-03-27,0,0,0,0,0.00%
2018-03-26,0,0,0,0,0.00%
2018-03-23,0,0,0,0,0.00%
2018-03-22,0,0,0,0,0.00%
2018-03-21,0,0,0,0,0.00%
2018-03-20,0,0,0,0,0.00%
2018-03-19,0,0,0,0,0.00%
2018-03-16,0,0,0,0,0.00%
2018-03-15,0,0,0,0,0.00%
2018-03-14,0,0,0,0,0.00%
2018-03-13,0,0,0,0,0.00%
2018-03-12,0,0,0,0,0.00%
2018-03-09,0,0,0,0,0.00%
2018-03-08,0,0,0,0,0.00%
2018-03-07,0,0,0,0,0.00%
2018-03-06,0,0,0,0,0.00%
2018-03-05,0,0,0,0,0.00%
2018-03-02,0,0,0,0,0.00%
2018-03-01,0,0,0,0,0.00%
2018-02-28,0,0,0,0,0.00%
2018-02-27,0,0,0,0,0.00%
2018-02-26,0,0,0,0,0.00%
2018-02-23,0,0,0,0,0.00%
2018-02-22,0,0,0,0,0.00%
2018-02-21,0,0,0,0,0.00%
2018-02-20,0,0,0,0,0.00%
2018-02-19,0,0,0,0,0.00%
2018-02-16,0,0,0,0,0.00%
2018-02-15,0,0,0,0,0.00%
2018-02-14,0,0,0,0,0.00%
2018-02-13,0,0,0,0,0.00%
2018-02-12,0,0,0,0,0.00%
2018-02-09,0,0,0,0,0.00%
2018-02-08,0,0,0,0,0.00%
2018-02-07,0,0,0,0,0.00%
2018-02-06,0,0,0,0,0.00%
2018-02-05,0,0,0,0,0.00%
2018-02-02,0,0,0,0,0.00%
2018-02-01,0,0,0,0,0.00%
2018-01-31,0,0,0,0,0.00%
2018-01-30,0,0,0,0,0.00%
2018-01-29,0,0,0,0,0.00%
2018-01-26,0,0,0,0,0.00%
2018-01-25,0,0,0,0,0.00%
2018-01-24,0,0,0,0,0.00%
2018-01-23,0,0,0,0,0.00%
2018-01-22,0,0,0,0,0.00%
2018-01-19,0,0,0,0,0.00%
2018-01-18,0,0,0,0,0.00%
2018-01-17,0,0,0,0,0.00%
2018-01-16,0,0,0,0,0.00%
2018-01-15,0,0,0,0,0.00%
2018-01-12,0,0,0,0,0.00%
2018-01-11,0,0,0,0,0.00%
2018-01-10,0,0,0,0,0.00%
2018-01-09,0,0,0,0,0.00%
2018-01-08,0,0,0,0,0.00%
2018-01-05,0,0,0,0,0.00%
2018-01-04,0,0,0,0,0.00%
2018-01-03,0,0,0,0,0.00%
2018-01-02,0,0,0,0,0.00%
2018-01-01,0,0,0,0,0.00%
2017-12-29,0,0,0,0,0.00%
2017-12-28,0,0,0,0,0.00%
2017-12-27,0,0,0,0,0.00%
2017-12-26,0,0,0,0,0.00%
2017-12-25,0,0,0,0,0.00%
2017-12-22,0,0,0,0,0.00%
2017-12-21,0,0,0,0,0.00%
2017-12-20,0,0,0,0,0.00%
2017-12-19,0,0,0,0,0.00%
2017-12-18,0,0,0,0,0.00%
2017-12-15,0,0,0,0,0.00%
2017-12-14,0,0,0,0,0.00%
2017-12-13,0,0,0,0,0.00%
2017-12-12,0,0,0,0,0.00%
2017-12-11,0,0,0,0,0.00%
2017-12-08,0,0,0,0,0.00%
2017-12-07,0,0,0,0,0.00%
2017-12-06,0,0,0,0,0.00%
2017-12-05,0,0,0,0,0.00%
2017-12-04,0,0,0,0,0.00%
2017-12-01,0,0,0,0,0.00%
2017-11-30,0,0,0,0,0.00%
2017-11-29,0,0,0,0,0.00%
2017-11-28,0,0,0,0,0.00%
2017-11-27,0,0,0,0,0.00%
2017-11-24,0,0,0,0,0.00%
2017-11-23,0,0,0,0,0.00%
2017-11-22,0,0,0,0,0.00%
2017-11-21,0,0,0,0,0.00%
2017-11-20,0,0,0,0,0.00%
2017-11-17,0,0,0,0,0.00%
2017-11-16,0,0,0,0,0.00%
2017-11-15,0,0,0,0,0.00%
2017-11-14,0,0,0,0,0.00%
2017-11-13,0,0,0,0,0.00%
2017-11-10,0,0,0,0,0.00%
2017-11-09,0,0,0,0,0.00%
2017-11-08,0,0,0,0,0.00%
2017-11-07,0,0,0,0,0.00%
2017-11-06,0,0,0,0,0.00%
2017-11-03,0,0,0,0,0.00%
2017-11-02,0,0,0,0,0.00%
2017-11-01,0,0,0,0,0.00%
2017-10-31,0,0,0,0,0.00%
2017-10-30,0,0,0,0,0.00%
2017-10-27,0,0,0,0,0.00%
2017-10-26,0,0,0,0,0.00%
2017-10-25,0,0,0,0,0.00%
2017-10-24,0,0,0,0,0.00%
2017-10-23,0,0,0,0,0.00%
2017-10-20,0,0,0,0,0.00%
2017-10-19,0,0,0,0,0.00%
2017-10-18,0,0,0,0,0.00%
2017-10-17,0,0,0,0,0.00%
2017-10-16,0,0,0,0,0.00%
2017-10-13,0,0,0,0,0.00%
2017-10-12,0,0,0,0,0.00%
2017-10-11,0,0,0,0,0.00%
2017-10-10,0,0,0,0,0.00%
2017-10-09,0,0,0,0,0.00%
2017-10-06,0,0,0,0,0.00%
2017-10-05,0,0,0,0,0.00%
2017-10-04,0,0,0,0,0.00%
2017-10-03,0,0,0,0,0.00%
2017-10-02,0,0,0,0,0.00%
2017-09-29,0,0,0,0,0.00%
2017-09-28,0,0,0,0,0.00%
2017-09-27,0,0,0,0,0.00%
2017-09-26,0,0,0,0,0.00%
2017-09-25,0,0,0,0,0.00%
2017-09-22,0,0,0,0,0.00%
2017-09-21,0,0,0,0,0.00%
2017-09-20,0,0,0,0,0.00%
2017-09-19,0,0,0,0,0.00%
2017-09-18,0,0,0,0,0.00%
2017-09-15,0,0,0,0,0.00%
2017-09-14,0,0,0,0,0.00%
2017-09-13,0,0,0,0,0.00%
2017-09-12,0,0,0,0,0.00%
2017-09-11,0,0,0,0,0.00%
2017-09-08,0,0,0,0,0.00%
2017-09-07,0,0,0,0,0.00%
2017-09-06,0,0,0,0,0.00%
2017-09-05,0,0,0,0,0.00%
2017-09-04,0,0,0,0,0.00%
2017-09-01,0,0,0,0,0.00%
2017-08-31,0,0,0,0,0.00%
2017-08-30,0,0,0,0,0.00%
2017-08-29,0,0,0,0,0.00%
2017-08-28,0,0,0,0,0.00%
2017-08-25,0,0,0,0,0.00%
2017-08-24,0,0,0,0,0.00%
2017-08-23,0,0,0,0,0.00%
2017-08-22,0,0,0,0,0.00%
2017-08-21,0,0,0,0,0.00%
2017-08-18,0,0,0,0,0.00%
2017-08-17,0,0,0,0,0.00%
2017-08-16,0,0,0,0,0.00%
2017-08-15,0,0,0,0,0.00%
2017-08-14,0,0,0,0,0.00%
2017-08-11,0,0,0,0,0.00%
2017-08-10,0,0,0,0,0.00%
2017-08-09,0,0,0,0,0.00%
2017-08-08,0,0,0,0,0.00%
2017-08-07,0,0,0,0,0.00%
2017-08-04,0,0,0,0,0.00%
2017-08-03,0,0,0,0,0.00%
2017-08-02,0,0,0,0,0.00%
2017-08-01,0,0,0,0,0.00%
2017-07-31,0,0,0,0,0.00%
2017-07-28,0,0,0,0,0.00%
2017-07-27,0,0,0,0,0.00%
2017-07-26,0,0,0,0,0.00%
2017-07-25,0,0,0,0,0.00%
2017-07-24,0,0,0,0,0.00%
2017-07-21,0,0,0,0,0.00%
2017-07-20,0,0,0,0,0.00%
2017-07-19,0,0,0,0,0.00%
2017-07-18,0,0,0,0,0.00%
2017-07-17,0,0,0,0,0.00%
2017-07-14,0,0,0,0,0.00%
2017-07-13,0,0,0,0,0.00%
2017-07-12,0,0,0,0,0.00%
2017-07-11,0,0,0,0,0.00%
2017-07-10,0,0,0,0,0.00%
2017-07-07,0,0,0,0,0.00%
2017-07-06,0,0,0,0,0.00%
2017-07-05,0,0,0,0,0.00%
2017-07-04,0,0,0,0,0.00%
2017-07-03,0,0,0,0,0.00%
2017-06-30,0,0,0,0,0.00%
2017-06-29,0,0,0,0,0.00%
2017-06-28,0,0,0,0,0.00%
2017-06-27,0,0,0,0,0.00%
2017-06-26,0,0,0,0,0.00%
2017-06-23,0,0,0,0,0.00%
2017-06-22,0,0,0,0,0.00%
2017-06-21,0,0,0,0,0.00%
2017-06-20,0,0,0,0,0.00%
2017-06-19,0,0,0,0,0.00%
2017-06-16,0,0,0,0,0.00%
2017-06-15,0,0,0,0,0.00%
2017-06-14,0,0,0,0,0.00%
2017-06-13,0,0,0,0,0.00%
2017-06-12,0,0,0,0,0.00%
2017-06-09,0,0,0,0,0.00%
2017-06-08,0,0,0,0,0.00%
2017-06-07,0,0,0,0,0.00%
2017-06-06,0,0,0,0,0.00%
2017-06-05,0,0,0,0,0.00%
2017-06-02,0,0,0,0,0.00%
2017-06-01,0,0,0,0,0.00%
2017-05-31,0,0,0,0,0.00%
2017-05-30,0,0,0,0,0.00%
2017-05-29,0,0,0,0,0.00%
2017-05-26,0,0,0,0,0.00%
2017-05-25,0,0,0,0,0.00%
2017-05-24,0,0,0,0,0.00%
2017-05-23,0,0,0,0,0.00%
2017-05-22,0,0,0,0,0.00%
2017-05-19,0,0,0,0,0.00%
2017-05-18,0,0,0,0,0.00%
2017-05-17,0,0,0,0,0.00%
2017-05-16,0,0,0,0,0.00%
2017-05-15,0,0,0,0,0.00%
2017-05-12,0,0,0,0,0.00%
2017-05-11,0,0,0,0,0.00%
2017-05-10,0,0,0,0,0.00%
2017-05-09,0,0,0,0,0.00%
2017-05-08,0,0,0,0,0.00%
2017-05-05,0,0,0,0,0.00%
2017-05-04,0,0,0,0,0.00%
2017-05-03,0,0,0,0,0.00%
2017-05-02,0,0,0,0,0.00%
2017-05-01,0,0,0,0,0.00%
2017-04-28,0,0,0,0,0.00%
2017-04-27,0,0,0,0,0.00%
2017-04-26,0,0,0,0,0.00%
2017-04-25,0,0,0,0,0.00%
2017-04-24,0,0,0,0,0.00%
2017-04-21,0,0,0,0,0.00%
2017-04-20,0,0,0,0,0.00%
2017-04-19,0,0,0,0,0.00%
2017-04-18,0,0,0,0,0.00%
2017-04-17,0,0,0,0,0.00%
2017-04-14,0,0,0,0,0.00%
2017-04-13,0,0,0,0,0.00%
2017-04-12,0,0,0,0,0.00%
2017-04-11,0,0,0,0,0.00%
2017-04-10,0,0,0,0,0.00%
2017-04-07,0,0,0,0,0.00%
2017-04-06,0,0,0,0,0.00%
2017-04-05,0,0,0,0,0.00%
2017-04-04,0,0,0,0,0.00%
2017-04-03,0,0,0,0,0.00%
2017-03-31,0,0,0,0,0.00%
2017-03-30,0,0,0,0,0.00%
2017-03-29,0,0,0,0,0.00%
2017-03-28,0,0,0,0,0.00%
2017-03-27,0,0,0,0,0.00%
2017-03-24,0,0,0,0,0.00%
2017-03-23,0,0,0,0,0.00%
2017-03-22,0,0,0,0,0.00%
2017-03-21,0,0,0,0,0.00%
2017-03-20,0,0,0,0,0.00%
2017-03-17,0,0,0,0,0.00%
2017-03-16,0,0,0,0,0.00%
2017-03-15,0,0,0,0,0.00%
2017-03-14,0,0,0,0,0.00%
2017-03-13,0,0,0,0,0.00%
2017-03-10,0,0,0,0,0.00%
2017-03-09,0,0,0,0,0.00%
2017-03-08,0,0,0,0,0.00%
2017-03-07,0,0,0,0,0.00%
2017-03-06,0,0,0,0,0.00%
2017-03-03,0,0,0,0,0.00%
2017-03-02,0,0,0,0,0.00%
2017-03-01,0,0,0,0,0.00%
2017-02-28,0,0,0,0,0.00%
2017-02-27,0,0,0,0,0.00%
2017-02-24,0,0,0,0,0.00%
2017-02-23,0,0,0,0,0.00%
