Date,Price,Open,High,Low,Vol.,Change %
2020-03-11,6100,6100,6100,6100,0.01K,1.67%
2020-03-10,6000,6000,6000,6000,0.00K,0.00%
2020-03-06,6000,6000,6000,6000,0.19K,0.00%
2020-03-05,6000,6000,6000,6000,0.01K,11.09%
2020-03-03,5401,5401,5401,5401,0.40K,-13.58%
2020-03-02,6250,6001,6498,6001,0.01K,-0.31%
2020-02-28,6269,6500,6500,5900,0.04K,0.48%
2020-02-26,6239,6239,6239,6239,0.30K,22.32%
2020-02-20,5100,6438,6438,5100,40.61K,-15.05%
2020-02-19,6004,6439,6439,6000,14.26K,-2.45%
2020-02-18,6155,6299,6300,6000,2.07K,1.88%
2020-02-14,6042,6050,6050,6000,0.06K,-1.52%
2020-02-13,6135,6150,6150,6050,1.09K,1.40%
2020-02-12,6050,6050,6050,6050,0.03K,0.78%
2020-02-11,6003,6000,6100,6000,1.23K,2.99%
2020-02-10,5829,5500,6000,5500,0.58K,5.98%
2020-02-07,5500,5500,5500,5500,3.10K,0.70%
2020-02-06,5462,5000,5499,5000,0.58K,9.24%
2020-02-05,5000,5000,5000,5000,2.70K,-2.61%
2020-02-04,5134,5200,5200,5000,1.45K,-3.97%
2020-02-03,5347,5500,5500,5200,0.54K,-0.49%
2020-01-31,5373,6000,6000,5200,0.48K,3.43%
2020-01-29,5195,5190,5200,5190,7.26K,3.90%
2020-01-27,5000,4999,5000,4999,0.32K,0.01%
2020-01-21,4999,4997,5496,4997,1.26K,-0.43%
2020-01-17,5021,5797,6595,4997,0.96K,-8.65%
2020-01-16,5497,5497,5497,5497,0.20K,0.00%
2020-01-15,5497,5497,5497,5497,0.99K,5.74%
2020-01-10,5198,5496,5496,5197,4.81K,3.98%
2020-01-09,4999,5047,5047,4997,6.82K,4.21%
2020-01-08,4797,4797,4797,4797,1.60K,-4.63%
2020-01-07,5030,3798,5197,3798,0.12K,14.40%
2020-01-03,4397,4397,4397,4395,3.24K,15.49%
2019-12-30,3807,3800,4399,3800,14.42K,0.21%
2019-12-27,3799,3800,3800,3700,1.27K,1.22%
2019-12-26,3753,3750,3800,3700,7.35K,0.58%
2019-12-23,3732,3750,3750,3500,3.94K,-0.48%
2019-12-20,3750,3750,3750,3750,5.82K,1.36%
2019-12-19,3700,3698,3700,3698,15.30K,2.93%
2019-12-18,3594,3599,3699,3200,1.12K,-2.83%
2019-12-17,3699,3700,3700,3699,0.19K,1.65%
2019-12-16,3639,3639,3639,3639,1.00K,-0.16%
2019-12-13,3645,3645,3645,3640,0.87K,-0.66%
2019-12-12,3669,3680,3680,3600,0.03K,16.48%
2019-12-11,3150,3150,3150,3150,0.38K,0.00%
2019-12-10,3150,3150,3150,3150,0.10K,-0.16%
2019-12-09,3155,3699,3699,3150,0.76K,-12.45%
2019-12-06,3604,3600,3700,3600,49.64K,0.10%
2019-12-05,3600,3600,3600,3600,0.16K,-2.63%
2019-12-04,3697,3700,3700,3690,0.41K,1.01%
2019-12-03,3660,3550,3700,3550,0.38K,4.18%
2019-12-02,3513,3695,3700,3500,14.30K,-2.67%
2019-11-29,3609,3690,3690,3500,0.36K,-2.29%
2019-11-28,3694,3694,3694,3694,9.05K,-0.03%
2019-11-27,3695,3695,3695,3695,0.26K,-0.08%
2019-11-26,3698,3698,3698,3698,0.19K,0.00%
2019-11-25,3698,3698,3698,3698,0.03K,7.49%
2019-11-22,3440,3400,3694,3350,0.96K,-0.91%
2019-11-21,3472,3700,3700,3400,1.36K,-2.84%
2019-11-20,3573,3500,3600,3500,14.99K,5.10%
2019-11-19,3400,3400,3400,3400,4.48K,6.01%
2019-11-18,3207,3679,3679,3201,9.02K,-12.15%
2019-11-15,3651,3694,3694,3650,1.40K,-1.29%
2019-11-14,3699,3600,3700,3600,2.16K,1.59%
2019-11-13,3641,3625,3699,3625,0.58K,1.13%
2019-11-12,3600,3599,3600,3590,23.57K,2.85%
2019-11-11,3500,3500,3500,3500,0.29K,4.25%
2019-11-07,3357,3500,3500,3301,0.36K,1.74%
2019-11-06,3300,3300,3300,3300,0.33K,2.79%
2019-11-05,3210,3300,3300,3200,4.80K,-2.40%
2019-11-01,3289,3200,3300,3200,0.90K,-5.88%
2019-10-31,3495,3500,3500,3490,1.09K,0.17%
2019-10-30,3489,3490,3490,3489,0.83K,1.21%
2019-10-29,3448,3499,3600,3300,4.24K,5.03%
2019-10-28,3282,3625,3625,3002,0.61K,-3.82%
2019-10-25,3413,3350,3499,3350,0.19K,-2.35%
2019-10-24,3495,3495,3495,3495,0.65K,15.32%
2019-10-23,3031,3300,3300,3001,0.18K,-4.71%
2019-10-22,3181,3495,3495,3100,0.15K,-11.90%
2019-10-21,3610,3625,3625,3499,0.02K,0.28%
2019-10-18,3600,3600,3600,3600,0.01K,19.01%
2019-10-17,3025,3025,3025,3025,0.19K,-12.15%
2019-10-16,3444,3200,3599,3200,0.08K,7.34%
